"election_type","election_date","results_status","province_code","province_name_eng","province_name_dari","district_code","district_name_eng","district_name_dari","district_sub_code","district_or_subdivision_name_eng","district_or_subdivision_name_dari","provincial_capital","ballot_position","candidate_code","candidate_name_eng","candidate_name_dari","party_name_dari","candidate_gender","first_round_winner","run_off_winner","past_winners","male_ps_valid_votes","fem_ps_valid_votes","male_ps_invalid_votes","fem_ps_invalid_votes","votes","total_invalid_votes"
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","03","PARWAN","پروان","0303","SHINWARI","شينوارى","0303","SHINWARI","شينوارى","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",489,127,0,0,616,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","03","PARWAN","پروان","0303","SHINWARI","شينوارى","0303","SHINWARI","شينوارى","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1775,182,0,0,1957,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","03","PARWAN","پروان","0304","SAYDKHEL","سشدخلل","0304","SAYDKHEL","سشدخلل","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",6386,2728,0,0,9114,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","03","PARWAN","پروان","0304","SAYDKHEL","سشدخلل","0304","SAYDKHEL","سشدخلل","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",263,121,0,0,384,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","03","PARWAN","پروان","0305","JABALUSSARAJ","جبل السراج","0305","JABALUSSARAJ","جبل السراج","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",17508,6156,79,0,23664,79
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","03","PARWAN","پروان","0305","JABALUSSARAJ","جبل السراج","0305","JABALUSSARAJ","جبل السراج","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",819,370,2,0,1189,2
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","03","PARWAN","پروان","0306","SALANG","سالنكة","0306","SALANG","سالنكة","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",4646,2504,0,0,7150,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","03","PARWAN","پروان","0306","SALANG","سالنكة","0306","SALANG","سالنكة","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",165,80,0,0,245,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","03","PARWAN","پروان","0307","SYAHGIRDI GHORBAND","سياه كرد غوربند","0307","SYAHGIRDI GHORBAND","سياه كرد غوربند","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",3083,1691,0,0,4774,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","03","PARWAN","پروان","0307","SYAHGIRDI GHORBAND","سياه كرد غوربند","0307","SYAHGIRDI GHORBAND","سياه كرد غوربند","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1048,141,0,0,1189,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","03","PARWAN","پروان","0308","KOH-E- SAFI","كوه صافى","0308","KOH-E- SAFI","كوه صافى","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",210,64,14,0,274,14
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","03","PARWAN","پروان","0308","KOH-E- SAFI","كوه صافى","0308","KOH-E- SAFI","كوه صافى","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1608,131,85,1,1739,86
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","03","PARWAN","پروان","0309","SURKH-E- PARSA","سرخ يارسا","0309","SURKH-E- PARSA","سرخ يارسا","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2912,2654,0,0,5566,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","03","PARWAN","پروان","0309","SURKH-E- PARSA","سرخ يارسا","0309","SURKH-E- PARSA","سرخ يارسا","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",855,331,0,0,1186,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","03","PARWAN","پروان","0310","SHEKHALI","شيخ على","0310","SHEKHALI","شيخ على","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2464,1827,0,234,4291,234
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","03","PARWAN","پروان","0310","SHEKHALI","شيخ على","0310","SHEKHALI","شيخ على","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",616,266,0,4,882,4
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","04","WARDAK","وردک","0401","MAYDANSHAHR","ميدان شهر","0401","MAYDANSHAHR","ميدان شهر","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",914,65,35,21,979,56
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","04","WARDAK","وردک","0401","MAYDANSHAHR","ميدان شهر","0401","MAYDANSHAHR","ميدان شهر","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",10866,4499,982,2374,15365,3356
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","04","WARDAK","وردک","0402","NERKH","نرخ","0402","NERKH","نرخ","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",685,439,106,45,1124,151
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","04","WARDAK","وردک","0402","NERKH","نرخ","0402","NERKH","نرخ","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",6282,4780,755,1099,11062,1854
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","04","WARDAK","وردک","0403","JALREZ","جلريز","0403","JALREZ","جلريز","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1448,1186,2,0,2634,2
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","04","WARDAK","وردک","0403","JALREZ","جلريز","0403","JALREZ","جلريز","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1832,1619,198,0,3451,198
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","04","WARDAK","وردک","0404","CHAK","جى وردى","0404","CHAK","جى وردى","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",3844,1881,222,0,5725,222
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","04","WARDAK","وردک","0404","CHAK","جى وردى","0404","CHAK","جى وردى","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",24926,12759,1578,0,37685,1578
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","04","WARDAK","وردک","0405","SAYDABAD","سيد اباد","0405","SAYDABAD","سيد اباد","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1357,979,94,595,2336,689
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","04","WARDAK","وردک","0405","SAYDABAD","سيد اباد","0405","SAYDABAD","سيد اباد","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",23847,16980,2045,1193,40827,3238
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","04","WARDAK","وردک","0406","DAYMIRDAD","دايميرداد","0406","DAYMIRDAD","دايميرداد","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",0,0,257,152,0,409
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","04","WARDAK","وردک","0406","DAYMIRDAD","دايميرداد","0406","DAYMIRDAD","دايميرداد","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",5377,3376,3326,2224,8753,5550
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","04","WARDAK","وردک","0407","HESA-E- AWAL-E- BEHSUD","حصه اول بهسود","0407","HESA-E- AWAL-E- BEHSUD","حصه اول بهسود","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2830,2973,28,18,5803,46
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","04","WARDAK","وردک","0407","HESA-E- AWAL-E- BEHSUD","حصه اول بهسود","0407","HESA-E- AWAL-E- BEHSUD","حصه اول بهسود","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1911,905,510,502,2816,1012
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","04","WARDAK","وردک","0408","JAGHATU","جغتو","0408","JAGHATU","جغتو","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1430,382,730,365,1812,1095
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","04","WARDAK","وردک","0408","JAGHATU","جغتو","0408","JAGHATU","جغتو","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",5038,3385,2257,2022,8423,4279
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","04","WARDAK","وردک","0409","MARKAZ-E-BEHSUD","مركز بهسود","0409","MARKAZ-E-BEHSUD","مركز بهسود","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",11555,10770,1053,320,22325,1373
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","04","WARDAK","وردک","0409","MARKAZ-E-BEHSUD","مركز بهسود","0409","MARKAZ-E-BEHSUD","مركز بهسود","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",4663,3329,319,83,7992,402
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","05","LOGAR","لوگر","0501","PUL-E- ALAM","يل علم","0501","PUL-E- ALAM","يل علم","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1772,686,24,96,2458,120
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","05","LOGAR","لوگر","0501","PUL-E- ALAM","يل علم","0501","PUL-E- ALAM","يل علم","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",21859,6637,1345,571,28496,1916
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","05","LOGAR","لوگر","0502","BARAKIBARAK","بركىبرك","0502","BARAKIBARAK","بركىبرك","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",530,198,27,0,728,27
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","05","LOGAR","لوگر","0502","BARAKIBARAK","بركىبرك","0502","BARAKIBARAK","بركىبرك","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",4874,1083,78,0,5957,78
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","05","LOGAR","لوگر","0503","CHARKH","جرخ","0503","CHARKH","جرخ","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",202,47,19,0,249,19
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","05","LOGAR","لوگر","0503","CHARKH","جرخ","0503","CHARKH","جرخ","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",2063,109,510,0,2172,510
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","05","LOGAR","لوگر","0504","KHOSHI","خوشى","0504","KHOSHI","خوشى","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",476,268,165,3,744,168
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","05","LOGAR","لوگر","0504","KHOSHI","خوشى","0504","KHOSHI","خوشى","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",886,402,653,253,1288,906
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","05","LOGAR","لوگر","0505","MOHAMMADAGHA","محمد اغه","0505","MOHAMMADAGHA","محمد اغه","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",481,267,32,1,748,33
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","05","LOGAR","لوگر","0505","MOHAMMADAGHA","محمد اغه","0505","MOHAMMADAGHA","محمد اغه","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",15291,7675,340,271,22966,611
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","05","LOGAR","لوگر","0506","KHARWAR","خروار","0506","KHARWAR","خروار","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",35,11,1,0,46,1
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","05","LOGAR","لوگر","0506","KHARWAR","خروار","0506","KHARWAR","خروار","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",61,10,36,0,71,36
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","05","LOGAR","لوگر","0507","AZRA","انره","0507","AZRA","انره","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1314,520,94,532,1834,626
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","05","LOGAR","لوگر","0507","AZRA","انره","0507","AZRA","انره","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",9472,5427,495,63,14899,558
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0601","JALALABAD","جلال آباد","0601","JALALABAD","جلال آباد","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",3242,2222,16,0,5464,16
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0601","JALALABAD","جلال آباد","0601","JALALABAD","جلال آباد","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",48964,24046,202,0,73010,202
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0602","BEHSUD","بهسود","0602","BEHSUD","بهسود","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",3138,1376,45,0,4514,45
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0602","BEHSUD","بهسود","0602","BEHSUD","بهسود","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",22723,12680,400,0,35403,400
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0603","SURKHROD","سرخرود","0603","SURKHROD","سرخرود","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1537,734,60,0,2271,60
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0603","SURKHROD","سرخرود","0603","SURKHROD","سرخرود","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",18262,8116,165,0,26378,165
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0604","CHAPARHAR","چپرهار","0604","CHAPARHAR","چپرهار","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",3241,1163,199,0,4404,199
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0604","CHAPARHAR","چپرهار","0604","CHAPARHAR","چپرهار","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",7299,2392,1498,0,9691,1498
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0605","KAMA","کامه","0605","KAMA","کامه","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2333,1984,0,0,4317,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0605","KAMA","کامه","0605","KAMA","کامه","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",12438,10092,0,0,22530,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0606","KUZKUNAR","کوز کنړ","0606","KUZKUNAR","کوز کنړ","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",8860,3349,0,0,12209,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0606","KUZKUNAR","کوز کنړ","0606","KUZKUNAR","کوز کنړ","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",8641,4694,0,0,13335,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0607","RODAT","رودات","0607","RODAT","رودات","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",905,639,0,0,1544,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0607","RODAT","رودات","0607","RODAT","رودات","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",10927,5260,0,0,16187,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0608","KHOGYANI","خوګیاڼي","0608","KHOGYANI","خوګیاڼي","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1661,353,0,21,2014,21
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0608","KHOGYANI","خوګیاڼي","0608","KHOGYANI","خوګیاڼي","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",10087,2150,0,579,12237,579
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0609","BATIKOT","بټي کوټ","0609","BATIKOT","بټي کوټ","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1470,709,9,0,2179,9
